memory,gold_id,gold_name,answerable,novel,abstained,pred_id,answer,novelty_flag,confidence,grounding_score
none,OMIM:535000,Leber optic atrophy,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:618394,Immunodeficiency 60,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:100083,Laryngeal neuroendocrine tumor,True,False,False,,Carney complex,False,0.5,
none,OMIM:606519,PHACE association,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:618010,Glycosylphosphatidylinositol biosynthesis defect 17,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:240900,Hypoinsulinemic hypoglycemia with hemihypertrophy,True,False,False,,Alström syndrome,False,0.5,
none,OMIM:615911,Frontotemporal dementia and/or amyotrophic lateral sclerosis 2,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:510,Lesch-Nyhan syndrome,True,False,False,,Alport syndrome,False,0.5,
none,OMIM:236270,"Homocystinuria-megaloblastic anemia, cbl E type",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:3266,Isolated humero-radio-ulnar synostosis,True,False,False,,Roberts syndrome,False,0.5,
none,ORPHA:11,Pentasomy X syndrome,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:79292,Fish-eye disease,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:70578,Adult acute respiratory distress syndrome,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:246000,"Leg, absence deformity of, with congenital cataract",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:614077,Hermansky-Pudlak syndrome 8,True,False,False,,Oculocutaneous albinism,False,0.5,
none,ORPHA:100082,Neuroendocrine tumor of anal canal,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:620461,"Encephalopathy, acute, infection-induced, susceptibility to, 12",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:620012,"Developmental delay, hypotonia, and impaired language",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:1875,Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,True,False,False,,Ehlers-Danlos syndrome,False,0.5,
none,OMIM:233600,Immunodeficiency 59 and hypoglycemia,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:618302,"Intellectual developmental disorder, autosomal recessive 68",True,False,False,,Cerebro-oculo-facio-skeletal syndrome (COFS),False,0.5,
none,OMIM:308700,Hypogonadotropic hypogonadism 1 with or without anosmia,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:2774,Multicentric carpo-tarsal osteolysis with or without nephropathy,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:277100,VALINEMIA,True,False,False,,Maple syrup urine disease,False,0.5,
none,ORPHA:309288,"Alpha-mannosidosis, adult form",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:231550,Achalasia-Addisonianism-Alacrima syndrome,True,False,False,,Ataxia telangiectasia,False,0.5,
none,OMIM:620197,"Ciliary dyskinesia, primary, 49, without situs inversus",True,False,False,,Primary ciliary dyskinesia,False,0.5,
none,OMIM:601650,Paragangliomas 2,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:192500,Long QT syndrome 1,True,False,False,,Ankylosing spondylitis,False,0.5,
none,ORPHA:401768,Proximal myopathy with extrapyramidal signs,True,False,False,,Leigh syndrome,False,0.5,
none,ORPHA:2004,Laryngotracheoesophageal cleft,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:616540,"Epilepsy, progressive myoclonic, 9",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:616740,Immunodeficiency 46,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:614935,"Ciliary dyskinesia, primary, 19",True,False,False,,Primary ciliary dyskinesia,False,0.5,
none,OMIM:612933,Glycogen storage disease XI,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:619955,Dworschak-Punetha neurodevelopmental syndrome,True,False,False,,Joubert syndrome,False,0.5,
none,ORPHA:2073,Narcolepsy type 1,True,False,False,,MELAS syndrome,False,0.5,
none,OMIM:226650,"Epidermolysis bullosa, junctional, Non-Herlitz type",True,False,False,,Papillon-Lefèvre syndrome,False,0.5,
none,OMIM:615960,Poretti-Boltshauser syndrome,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:254300,"Myasthenia, limb-girdle, familial",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:75373,Progressive bifocal chorioretinal atrophy,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:240200,"Hypoadrenocorticism, familial",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:256840,"Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:619216,"Neuropathy, hereditary motor, with myopathic features",True,False,False,,Spinal muscular atrophy with hydrocephalus (SMN1-related),False,0.5,
none,ORPHA:314795,SHOX-related short stature,True,False,False,,Turner syndrome,False,0.5,
none,OMIM:601438,"Rhizomelic dysplasia, Patterson-Lowry type",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:112250,Diaphyseal medullary stenosis with malignant fibrous histiocytoma,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:604403,"Generalized epilepsy with febrile seizures plus, type 2",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:616549,"Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism",True,False,False,,Stickler syndrome,False,0.5,
none,ORPHA:1307,Distal limb deficiencies-micrognathia syndrome,True,False,False,,Hereditary hemorrhagic telangiectasia (Osler-Weber-Rendu disease),False,0.5,
none,OMIM:617565,Perrault syndrome 6,True,False,False,,Turner syndrome,False,0.5,
none,OMIM:620666,"Spastic ataxia 10, autosomal recessive",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:617638,Immunodeficiency 11B with atopic dermatitis,True,False,False,,Hyper-IgE syndrome,False,0.5,
none,ORPHA:231154,Combined immunodeficiency due to partial RAG1 deficiency,True,False,False,,Severe combined immunodeficiency,False,0.5,
none,OMIM:611228,"Charcot-Marie-Tooth disease, type 4J",True,False,False,,Charcot-Marie-Tooth disease,False,0.5,
none,OMIM:619052,"Mitochondrial complex IV deficiency, nuclear type 8",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:98878,Hemophilia A,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:168500,Parietal foramina,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:621259,Stargardt disease 5,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:604145,"Cardiomyopathy, dilated, 1G",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:93930,Classic bladder exstrophy,True,False,False,,Beckwith-Wiedemann syndrome,False,0.5,
none,OMIM:613641,"Charcot-marie-tooth disease, recessive intermediate B",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:616038,Neu-Laxova syndrome 2,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:608728,"Spondyloepimetaphyseal dysplasia, Borochowitz-Cormier-Daire type",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:603457,Bosma arhinia microphthalmia syndrome,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:615916,"Cardiomyopathy, dilated, 1nn",True,False,False,,Marfan syndrome,False,0.5,
none,ORPHA:250994,1q21.1 microduplication syndrome,True,False,False,,Mucopolysaccharidosis type I (Hurler syndrome),False,0.5,
none,OMIM:611945,"Spastic paraplegia 37, autosomal dominant",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:232600,Glycogen storage disease V,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:611225,"Spastic paraplegia 18, autosomal recessive",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:56425,Cold agglutinin disease,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:616398,"Dystonia 26, myoclonic",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:3411,Double uterus-hemivagina-renal agenesis syndrome,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:612319,"Spastic paraplegia 35, autosomal recessive",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:500003,"Striatonigral degeneration, infantile, mitochondrial",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:101028,Transaldolase deficiency,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:617600,"Intellectual developmental disorder, autosomal dominant 45",True,False,False,,Rett syndrome,False,0.5,
none,OMIM:609528,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:2379,Early-onset parkinsonism-intellectual disability syndrome,True,False,False,,"Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes (MELAS)",False,0.5,
none,OMIM:619398,Inflammatory bowel disease (infantile ulcerative colitis) 31,True,False,False,,Glycogen storage disease type III (Cori disease),False,0.5,
none,OMIM:604381,Patent ductus arteriosus and bicuspid aortic valve with hand anomalies,True,False,False,,Holt-Oram syndrome,False,0.5,
none,OMIM:612989,Optic atrophy 7 with or without auditory neuropathy,True,False,False,,Noonan syndrome,False,0.5,
none,OMIM:620897,Ovarian dysgenesis 11,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:75377,Central areolar choroidal dystrophy,True,False,False,,Alagille syndrome,False,0.5,
none,OMIM:610475,"Pigmented nodular adrenocortical disease, primary, 2",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:228371,Foodborne botulism,True,False,False,,Myasthenia gravis,False,0.5,
none,OMIM:613154,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:184840,"Stickler syndrome, type III",True,False,False,,Stickler syndrome,False,0.5,
none,ORPHA:98895,Becker muscular dystrophy,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:3305,Tetraploidy syndrome,True,False,False,,Muscle-eye-brain disease,False,0.5,
none,ORPHA:90160,Pressure-induced localized lipoatrophy,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:610006,2-Methylbutyryl-Coa dehydrogenase deficiency,True,False,False,,Argininosuccinic aciduria,False,0.5,
none,ORPHA:1807,Focal facial dermal dysplasia type III,True,False,False,,Cockayne syndrome,False,0.5,
none,OMIM:609616,"Spondylomegaepiphyseal dysplasia with upper limb mesomelia, punctatecalcifications, and deafness",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:3145,Arginine vasopressin resistance-intracranial calcification-short stature-facial dysmorphism syndrome,True,False,False,,Cockayne syndrome,False,0.5,
none,OMIM:607765,"Bile acid synthesis defect, congenital, 1",True,False,False,,Biliary atresia,False,0.5,
none,OMIM:176200,Porphyria variegata,True,False,False,,Acute intermittent porphyria,False,0.5,
none,ORPHA:3010,Qazi-Markouizos syndrome,True,False,False,,Mucopolysaccharidosis type I (Hurler syndrome),False,0.5,
none,ORPHA:99939,Autosomal dominant Charcot-Marie-Tooth disease type 2E,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:91130,Cardiomyopathy-hypotonia-lactic acidosis syndrome,True,False,False,,Mitochondrial DNA depletion syndrome,False,0.5,
none,OMIM:620183,"Microcephaly 30, primary, autosomal recessive",True,False,False,,Cowden syndrome,False,0.5,
none,OMIM:620641,Tan-Almurshedi syndrome,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:617236,Cone-rod dystrophy and hearing loss,True,False,False,,Kallmann syndrome,False,0.5,
none,OMIM:223200,"Disorganization, mouse, homolog of",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:99950,Charcot-Marie-Tooth disease type 4D,True,False,False,,Friedreich's ataxia,False,0.5,
none,OMIM:271520,Spondylocostal dysostosis with anal atresia and urogenital anomalies,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:618331,"Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis",True,False,True,,ABSTAIN,False,0.5,
none,OMIM:600972,"Achondrogenesis, type IB",True,False,False,,Pseudohypoparathyroidism,False,0.5,
none,OMIM:301059,"Spermatogenic failure, X-linked, 3",True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:85184,"Craniometadiaphyseal dysplasia, wormian bone type",True,False,False,,Osteogenesis imperfecta,False,0.5,
none,OMIM:616029,Ectodermal dysplasia/short stature syndrome,True,False,False,,Pachyonychia congenita,False,0.5,
none,OMIM:615072,"Brachydactyly, type A1, C",True,False,False,,Coffin-Lowry syndrome,False,0.5,
none,OMIM:224100,"Anemia, dyserythropoietic congenital, type II",True,False,False,,Hereditary spherocytosis,False,0.5,
none,OMIM:611431,Legius syndrome,True,False,False,,Neurofibromatosis type 1,False,0.5,
none,ORPHA:998,Albinism-deafness syndrome,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:86909,Myoclonic epilepsy of infancy,True,False,True,,ABSTAIN,False,0.5,
none,OMIM:607731,"Charcot-Marie-Tooth disease, axonal, type 2H",True,False,False,,Marfan syndrome,False,0.5,
none,OMIM:619080,Kilquist syndrome,True,False,True,,ABSTAIN,False,0.5,
none,ORPHA:747,Autoimmune pulmonary alveolar proteinosis,True,False,False,,Cystinosis,False,0.5,
none,ORPHA:209964,Solitary rectal ulcer syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:604169,Left ventricular noncompaction 1,False,True,False,,DiGeorge syndrome,False,0.5,
none,OMIM:608681,"Spondylocostal dysostosis 2, autosomal recessive",False,True,False,,Jarcho-Levin syndrome,False,0.5,
none,ORPHA:36367,Distal deletion 1q syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:605726,"Spinal muscular atrophy, distal, autosomal recessive, 2",False,True,False,,Poland syndrome,False,0.5,
none,OMIM:162210,"Neurofibromatosis, familial spinal",False,True,False,,Neurofibromatosis type 1,False,0.5,
none,OMIM:160800,"Myotonia congenita, autosomal dominant",False,True,False,,Myotonic dystrophy,False,0.5,
none,OMIM:610476,"Arrhythmogenic right ventricular dysplasia, familial, 11",False,True,False,,Arrhythmogenic right ventricular cardiomyopathy (ARVC),False,0.5,
none,ORPHA:100025,Alpha-heavy chain disease,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:249650,Mercaptolactate-Cysteine disulfiduria,False,True,False,,L-2-hydroxyglutaric aciduria,False,0.5,
none,OMIM:616948,"Spinocerebellar ataxia, autosomal recessive 22",False,True,False,,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome (CANVAS),False,0.5,
none,ORPHA:2182,Hydrocephalus with stenosis of the aqueduct of Sylvius,False,True,False,,Greig cephalopolysyndactyly syndrome,False,0.5,
none,OMIM:616617,Heimler syndrome 2,False,True,False,,Marfan syndrome,False,0.5,
none,ORPHA:95434,Autosomal recessive cerebellar ataxia-movement disorder syndrome,False,True,False,,Refsum disease,False,0.5,
none,OMIM:617018,Spinocerebellar ataxia 43,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:620894,"Cardiomyopathy, dilated, 2K",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:2770,Nasu-Hakola disease,False,True,False,,Systemic lupus erythematosus,False,0.5,
none,OMIM:615558,"Hypobetalipoproteinemia, familial, 1",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:601096,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MICROMELIC",False,True,False,,Spondyloepimetaphyseal dysplasia with mental retardation (SEMD-MR),False,0.5,
none,ORPHA:1949,Self-limited neonatal epilepsy,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:615511,Myopathy due to myoadenylate deaminase deficiency,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:186570,Tarsal-Carpal coalition syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:613854,"Congenital heart defects, multiple types, 6",False,True,False,,Turner syndrome,False,0.5,
none,OMIM:611126,"Mitochondrial complex I deficiency, nuclear type 20",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:619352,"Ataxia, intention tremor, and hypotonia syndrome, childhood-onset",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:618273,Mega-corpus-callosum syndrome with cerebellar hypoplasia and cortical malformations,False,True,False,,Joubert syndrome,False,0.5,
none,ORPHA:275555,Preeclampsia,False,True,False,,Cerebro-oculo-facio-skeletal syndrome (COFS),False,0.5,
none,OMIM:616277,Mitochondrial short-chain enoyl-coa hydratase 1 deficiency,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:615373,Left ventricular noncompaction 8,False,True,False,,Barth syndrome,False,0.5,
none,OMIM:618433,Spermatogenic failure 38,False,True,False,,Primary ciliary dyskinesia,False,0.5,
none,OMIM:612561,Diamond-Blackfan anemia 6,False,True,False,,Microdeletion 22q11 syndrome,False,0.5,
none,OMIM:615871,"Epileptic encephalopathy, early infantile, 24",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:615548,"Neuropathy, hereditary sensory and autonomic, type VII",False,True,False,,Hereditary sensory and autonomic neuropathy type 1 (HSAN1),False,0.5,
none,OMIM:619735,"Spastic paraplegia 86, autosomal recessive",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:271630,"Brachyolmia type 1, Toledo type",False,True,False,,Mucopolysaccharidosis type IV (Morquio syndrome),False,0.5,
none,ORPHA:901,Wells syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:614808,Amyotrophic lateral sclerosis 18,False,True,False,,Amyotrophic lateral sclerosis,False,0.5,
none,OMIM:146720,Ichthyosis-Cheek-Eyebrow syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:236500,"Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly",False,True,False,,Pena-Shokeir syndrome,False,0.5,
none,ORPHA:2387,Leukonychia totalis,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:1486,Lethal congenital contracture syndrome type 1,False,True,False,,Ehlers-Danlos syndrome,False,0.5,
none,ORPHA:93325,Autosomal dominant Kenny-Caffey syndrome,False,True,False,,Cockayne syndrome,False,0.5,
none,OMIM:112310,Boomerang dysplasia,False,True,False,,VACTERL association,False,0.5,
none,OMIM:619483,"Central hypoventilation syndrome, congenital, 3",False,True,False,,Rett syndrome,False,0.5,
none,OMIM:617392,"Ectodermal dysplasia 13, Hair/tooth type",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:130,Brugada syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:619688,"Leukodystrophy, hypomyelinating, 23, with ataxia, deafness, liver dysfunction, and dilated cardiomyopathy",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:617050,Hermansky-Pudlak syndrome 10,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:2334,Autosomal dominant keratitis,False,True,False,,Aniridia,False,0.5,
none,OMIM:146500,"Multiple system atrophy 1, susceptibility to",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:411527,Central retinal vein occlusion,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:618963,"Immunodeficiency 69, mycobacteriosis",False,True,False,,Chronic granulomatous disease,False,0.5,
none,OMIM:229050,"Folate malabsorption, hereditary",False,True,False,,Cerebrotendinous xanthomatosis,False,0.5,
none,OMIM:611926,"Immunodeficiency, ovarian dysgenesis, and pulmonary fibrosis",False,True,False,,Ataxia telangiectasia,False,0.5,
none,OMIM:619971,Neurodevelopmental disorder with epilepsy and brain atrophy,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:173800,Poland syndrome,False,True,False,,Poland syndrome,False,0.5,
none,ORPHA:252054,Hemangioblastoma,False,True,False,,Von Hippel-Lindau disease,False,0.5,
none,OMIM:615236,Woods syndrome,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:806,Scott syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:620444,Craniofacial microsomia 2,False,True,False,,Goldenhar syndrome,False,0.5,
none,ORPHA:1231,Barber-Say syndrome,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:2295,Familial articular hypermobility syndrome,False,True,False,,Ehlers-Danlos syndrome,False,0.5,
none,ORPHA:3269,Isolated radio-ulnar synostosis,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:617132,Developmental and epileptic encephalopathy 44,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:610992,Phosphoserine aminotransferase deficiency,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:104100,Palmoplantar keratoderma with congenital alopecia,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:257220,"Niemann-pick disease, type C1",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:313772,Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome,False,True,False,,"Mitochondrial encephalomyopathy, lactic acidosis, and stroke-like episodes (MELAS)",False,0.5,
none,ORPHA:85410,Oligoarticular juvenile idiopathic arthritis,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:125595,Dermatopathia pigmentosa reticularis,False,True,False,,Naegeli-Franceschetti-Jadassohn syndrome,False,0.5,
none,ORPHA:79499,Autosomal dominant deafness-onychodystrophy syndrome,False,True,False,,Coffin-Siris syndrome,False,0.5,
none,OMIM:603543,Limb-Mammary syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:615043,"Spastic paraplegia 43, autosomal recessive",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:603736,"Ohdo syndrome, Say-Barber-Biesecker-Young-Simpson variant",False,True,False,,Popliteal pterygium syndrome,False,0.5,
none,OMIM:604400,"Arrhythmogenic right ventricular dysplasia, familial, 5",False,True,False,,Normal pressure hydrocephalus,False,0.5,
none,OMIM:108650,"Spastic ataxia 7, autosomal dominant",False,True,False,,Friedreich's ataxia,False,0.5,
none,ORPHA:60026,Pulmonary nodular lymphoid hyperplasia,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:617983,"Microcephaly 21, primary, autosomal recessive",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:619405,"Spinocerebellar ataxia, autosomal recessive 30",False,True,False,,Pyruvate dehydrogenase deficiency,False,0.5,
none,OMIM:605321,Frontoocular syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:301006,"Galloway-Mowat syndrome 2, X-linked",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:613862,Retinitis pigmentosa 38,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:609306,Spinocerebellar ataxia 26,False,True,False,,Ataxia telangiectasia,False,0.5,
none,OMIM:606324,"Parkinson disease 7, autosomal recessive early-onset",False,True,True,,ABSTAIN,False,0.5,
none,OMIM:183600,Split-Hand/foot malformation 1,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:2074,Gemignani syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:618261,Lymphoproliferative syndrome 3,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:275,Severe combined immunodeficiency due to DCLRE1C deficiency,False,True,False,,Wiskott-Aldrich syndrome,False,0.5,
none,OMIM:262600,"Pituitary hormone deficiency, combined, 2",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:939,3-hydroxyisobutyric aciduria,False,True,False,,Dyskeratosis congenita,False,0.5,
none,OMIM:300400,"Severe combined immunodeficiency, X-linked",False,True,False,,Ataxia telangiectasia,False,0.5,
none,ORPHA:1711,Mosaic trisomy 17 syndrome,False,True,False,,Morquio syndrome,False,0.5,
none,OMIM:619637,Dystonia 32,False,True,False,,Arginase deficiency,False,0.5,
none,ORPHA:551,MERRF,False,True,False,,Ataxia telangiectasia,False,0.5,
none,ORPHA:1797,Autosomal dominant spondylocostal dysostosis,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:609040,"Arrhythmogenic right ventricular dysplasia, familial, 9",False,True,False,,Arrhythmogenic right ventricular cardiomyopathy,False,0.5,
none,ORPHA:70588,Meconium aspiration syndrome,False,True,False,,Trisomy 18 (Edwards syndrome),False,0.5,
none,OMIM:611812,"46,XX sex reversal with dysgenesis of kidneys, adrenals, and lungs",False,True,False,,Potter sequence,False,0.5,
none,OMIM:616370,Multiple mitochondrial dysfunctions syndrome 4,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:617883,"Fanconi anemia, complementation group S",False,True,False,,Gorlin syndrome,False,0.5,
none,OMIM:314050,"Thrombocytopenia with beta-thalassemia, X-linked",False,True,False,,Gray platelet syndrome,False,0.5,
none,OMIM:609021,Peripheral cone dystrophy,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:614209,"Meckel syndrome, type 9",False,True,False,,Meckel-Gruber syndrome,False,0.5,
none,ORPHA:2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:618577,Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:602579,"Congenital disorder of glycosylation, type Ib",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:309108,Pancreatic colipase deficiency,False,True,False,,Common variable immunodeficiency,False,0.5,
none,ORPHA:405,Familial hypocalciuric hypercalcemia,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:620731,Microphthalmia/coloboma 11,False,True,False,,CHARGE syndrome,False,0.5,
none,OMIM:608810,"Myopathy, myofibrillar, 2, mfm2",False,True,False,,Sjögren-Larsson syndrome,False,0.5,
none,ORPHA:79095,Congenital bile acid synthesis defect type 4,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:274150,"Thrombotic thrombocytopenic purpura, hereditary",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:34516,DNAJB6-related limb-girdle muscular dystrophy D1,False,True,False,,Myotonic dystrophy,False,0.5,
none,OMIM:129550,Ectodermal dysplasia with adrenal cyst,False,True,False,,Hypohidrotic ectodermal dysplasia,False,0.5,
none,OMIM:208155,Arthrogryposis multiplex congenita with whistling face,False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:210128,Urocanic aciduria,False,True,False,,Ataxia telangiectasia,False,0.5,
none,OMIM:613115,"Neuropathy, hereditary sensory and autonomic, type IIB",False,True,True,,ABSTAIN,False,0.5,
none,ORPHA:3282,Multifocal atrial tachycardia,False,True,False,,Noonan syndrome,False,0.5,
none,ORPHA:28378,Tyrosinemia type 2,False,True,True,,ABSTAIN,False,0.5,
none,OMIM:620947,Spinocerebellar ataxia 51,False,True,False,,Ataxia telangiectasia,False,0.5,
