ses_raw,u_bound
116.250000,768.000000
116.250000,768.000000
113.000000,768.000000
113.000000,768.000000
113.000000,768.000000
101.750000,768.000000
100.750000,768.000000
97.500000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
102.500000,768.000000
102.500000,768.000000
102.500000,768.000000
105.750000,768.000000
105.750000,768.000000
105.750000,768.000000
98.000000,768.000000
98.000000,768.000000
98.000000,768.000000
98.000000,768.000000
98.000000,768.000000
98.000000,768.000000
102.500000,768.000000
102.500000,768.000000
102.500000,768.000000
93.250000,768.000000
98.000000,768.000000
98.000000,768.000000
90.000000,768.000000
90.000000,768.000000
90.000000,768.000000
89.750000,768.000000
107.250000,768.000000
93.000000,768.000000
93.250000,768.000000
102.500000,768.000000
85.000000,768.000000
80.500000,768.000000
80.500000,768.000000
105.750000,768.000000
91.500000,768.000000
77.750000,768.000000
97.250000,768.000000
76.250000,768.000000
95.500000,768.000000
83.750000,768.000000
82.750000,768.000000
99.000000,768.000000
74.750000,768.000000
88.250000,768.000000
88.250000,768.000000
72.250000,768.000000
97.250000,768.000000
83.000000,768.000000
80.500000,768.000000
72.250000,768.000000
76.250000,768.000000
72.250000,768.000000
72.250000,768.000000
72.250000,768.000000
67.750000,768.000000
72.250000,768.000000
83.250000,768.000000
28.500000,192.000000
28.500000,188.000000
28.500000,192.000000
28.500000,188.000000
28.500000,192.000000
28.500000,192.000000
28.500000,192.000000
28.500000,188.000000
75.250000,768.000000
23.750000,188.000000
23.750000,188.000000
69.750000,768.000000
70.250000,748.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
155.750000,1156.000000
155.750000,1156.000000
155.750000,1156.000000
150.750000,1156.000000
145.250000,1172.000000
154.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
149.500000,1192.000000
145.250000,1172.000000
135.750000,1156.000000
135.250000,1156.000000
140.250000,1156.000000
142.250000,1176.000000
131.250000,1172.000000
138.750000,1156.000000
138.750000,1156.000000
130.000000,1156.000000
134.250000,1156.000000
126.250000,1156.000000
126.250000,1156.000000
126.250000,1156.000000
126.250000,1156.000000
126.250000,1156.000000
125.750000,1156.000000
125.750000,1156.000000
132.250000,1172.000000
128.000000,1156.000000
128.750000,1156.000000
135.750000,1156.000000
128.500000,1156.000000
129.000000,1176.000000
129.750000,1156.000000
122.000000,1156.000000
123.500000,1156.000000
100.500000,768.000000
92.000000,864.000000
113.750000,1172.000000
89.750000,768.000000
89.750000,768.000000
88.250000,768.000000
87.750000,768.000000
112.000000,1156.000000
115.250000,1156.000000
109.000000,1156.000000
80.750000,812.000000
107.250000,1156.000000
78.750000,768.000000
112.000000,1156.000000
110.750000,1156.000000
101.500000,1156.000000
100.750000,1156.000000
107.750000,1172.000000
99.750000,1156.000000
103.000000,1156.000000
98.500000,1156.000000
95.500000,1156.000000
95.500000,1156.000000
95.500000,1156.000000
100.500000,1060.000000
102.000000,1156.000000
109.750000,1156.000000
109.000000,1192.000000
99.500000,1136.000000
28.500000,200.000000
28.500000,200.000000
28.500000,200.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
23.750000,200.000000
23.750000,200.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
14.750000,100.000000
14.750000,100.000000
14.750000,100.000000
192.250000,1468.000000
193.500000,1468.000000
175.250000,1352.000000
183.500000,1408.000000
172.250000,1368.000000
160.250000,1360.000000
144.500000,1352.000000
140.500000,1172.000000
154.250000,1336.000000
139.250000,1208.000000
139.250000,1208.000000
142.000000,1324.000000
134.250000,1172.000000
134.000000,1156.000000
130.750000,1156.000000
130.750000,1156.000000
130.750000,1156.000000
127.750000,1324.000000
138.000000,1468.000000
126.750000,1196.000000
146.500000,1352.000000
125.250000,1208.000000
125.250000,1208.000000
125.250000,1196.000000
124.250000,1196.000000
135.500000,1344.000000
135.750000,1344.000000
122.000000,1208.000000
143.500000,1468.000000
119.000000,1172.000000
118.250000,1156.000000
141.000000,1348.000000
116.000000,1176.000000
115.750000,1156.000000
115.750000,1156.000000
115.750000,1156.000000
115.000000,1156.000000
113.750000,1176.000000
113.500000,1196.000000
133.750000,1468.000000
133.500000,1408.000000
112.500000,1156.000000
112.500000,1156.000000
112.500000,1208.000000
112.500000,1156.000000
112.500000,1156.000000
112.250000,1156.000000
112.250000,1156.000000
130.500000,1468.000000
110.250000,1156.000000
130.000000,1468.000000
109.500000,1264.000000
128.750000,1468.000000
106.750000,812.000000
106.250000,1156.000000
105.500000,1156.000000
104.250000,768.000000
102.500000,1184.000000
101.750000,1156.000000
100.250000,1156.000000
99.000000,864.000000
98.500000,1156.000000
96.500000,768.000000
130.250000,1396.000000
139.250000,1428.000000
126.000000,1228.000000
84.500000,768.000000
84.500000,768.000000
78.000000,768.000000
77.500000,768.000000
118.250000,1396.000000
110.250000,1348.000000
28.500000,200.000000
28.500000,200.000000
28.500000,200.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
22.250000,200.000000
22.250000,200.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
176.000000,1236.000000
176.000000,1240.000000
176.000000,1224.000000
174.250000,1240.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
163.750000,1156.000000
163.750000,1156.000000
163.750000,1156.000000
162.000000,1196.000000
161.500000,1196.000000
161.250000,1260.000000
161.250000,1256.000000
158.750000,1240.000000
154.750000,1172.000000
172.250000,1260.000000
153.250000,1172.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.500000,1196.000000
146.500000,1156.000000
146.500000,1156.000000
145.000000,1156.000000
143.000000,1156.000000
140.250000,1156.000000
154.000000,1208.000000
135.250000,1172.000000
129.750000,1184.000000
121.000000,1156.000000
121.000000,1156.000000
128.250000,1208.000000
132.250000,1208.000000
123.750000,1196.000000
141.500000,1240.000000
123.500000,1196.000000
104.250000,768.000000
104.250000,768.000000
128.750000,1208.000000
102.500000,768.000000
118.250000,1208.000000
98.000000,864.000000
137.500000,1240.000000
119.750000,1208.000000
94.250000,768.000000
122.750000,1208.000000
91.750000,768.000000
87.000000,812.000000
120.000000,1236.000000
113.500000,1220.000000
85.000000,768.000000
108.250000,1208.000000
112.000000,1208.000000
124.750000,1100.000000
109.250000,1220.000000
98.250000,1208.000000
104.750000,1240.000000
98.250000,1208.000000
98.250000,1208.000000
98.250000,1208.000000
112.250000,1220.000000
99.250000,1208.000000
117.750000,1220.000000
105.750000,1240.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,204.000000
28.500000,204.000000
28.500000,200.000000
23.750000,200.000000
23.750000,200.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
14.750000,100.000000
14.750000,100.000000
14.750000,100.000000
17.250000,96.000000
17.250000,96.000000
17.250000,96.000000
17.250000,96.000000
17.250000,96.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
17.250000,100.000000
17.250000,100.000000
165.500000,1156.000000
165.500000,1156.000000
152.250000,1156.000000
145.500000,1172.000000
145.500000,1176.000000
142.000000,1156.000000
142.000000,1156.000000
142.000000,1156.000000
142.000000,1156.000000
140.000000,1172.000000
138.500000,1156.000000
135.000000,1156.000000
135.000000,1156.000000
135.000000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
143.000000,1156.000000
143.000000,1156.000000
133.000000,1156.000000
133.000000,1156.000000
133.000000,1156.000000
138.750000,1172.000000
134.500000,1156.000000
134.500000,1156.000000
135.000000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
134.500000,1156.000000
124.250000,1156.000000
123.000000,1156.000000
124.000000,1156.000000
116.750000,1156.000000
109.250000,864.000000
119.500000,1156.000000
112.750000,1156.000000
98.000000,768.000000
110.750000,1156.000000
113.000000,1156.000000
115.000000,1156.000000
119.750000,1156.000000
112.500000,1156.000000
93.000000,812.000000
128.250000,1176.000000
117.500000,1156.000000
83.500000,768.000000
110.000000,1156.000000
79.000000,768.000000
79.000000,768.000000
76.000000,768.000000
76.000000,768.000000
100.250000,1156.000000
103.500000,1176.000000
101.750000,1156.000000
105.750000,1156.000000
106.000000,1176.000000
97.750000,1156.000000
103.250000,1156.000000
103.250000,1156.000000
103.250000,1156.000000
101.750000,1156.000000
100.500000,1156.000000
96.250000,1156.000000
100.500000,1156.000000
101.500000,1156.000000
90.250000,1060.000000
99.250000,1172.000000
105.000000,1152.000000
28.500000,200.000000
28.500000,200.000000
28.500000,200.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
23.750000,200.000000
23.750000,200.000000
17.250000,100.000000
17.250000,100.000000
17.250000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
154.000000,1188.000000
152.500000,1156.000000
150.000000,1156.000000
150.000000,1172.000000
148.250000,1156.000000
157.750000,1176.000000
146.500000,1156.000000
142.750000,1176.000000
142.500000,1176.000000
145.500000,1176.000000
136.000000,1156.000000
135.750000,1156.000000
135.750000,1156.000000
135.750000,1156.000000
135.750000,1156.000000
135.750000,1156.000000
135.750000,1156.000000
135.750000,1156.000000
134.500000,1156.000000
140.500000,1172.000000
140.000000,1156.000000
140.250000,1156.000000
132.500000,1156.000000
132.500000,1156.000000
132.500000,1156.000000
140.250000,1156.000000
140.250000,1156.000000
137.000000,1156.000000
132.500000,1156.000000
138.000000,1156.000000
118.500000,1156.000000
118.500000,1156.000000
118.500000,1156.000000
118.500000,1156.000000
118.500000,1156.000000
118.500000,1156.000000
123.000000,1156.000000
123.000000,1156.000000
132.000000,1156.000000
135.750000,1156.000000
127.000000,1156.000000
121.750000,1156.000000
123.500000,1156.000000
100.750000,864.000000
97.500000,768.000000
96.250000,768.000000
86.750000,768.000000
86.750000,768.000000
112.000000,1156.000000
83.500000,768.000000
107.500000,1156.000000
102.500000,1156.000000
112.500000,1156.000000
110.750000,1156.000000
108.000000,1156.000000
102.750000,1156.000000
113.000000,1172.000000
75.500000,812.000000
111.500000,1176.000000
104.000000,1172.000000
108.000000,1156.000000
72.500000,768.000000
108.000000,1156.000000
106.750000,1156.000000
104.500000,1156.000000
102.000000,1156.000000
116.000000,1156.000000
98.250000,1156.000000
103.000000,1076.000000
105.000000,1156.000000
97.250000,1156.000000
102.750000,1136.000000
28.500000,200.000000
28.500000,200.000000
28.500000,200.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
25.500000,204.000000
23.750000,200.000000
23.750000,200.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
14.750000,100.000000
14.750000,100.000000
14.750000,100.000000
17.250000,96.000000
17.250000,96.000000
17.250000,96.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
168.750000,1148.000000
162.500000,1148.000000
165.500000,1148.000000
160.000000,1148.000000
136.250000,1144.000000
133.750000,1164.000000
131.500000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
129.500000,1180.000000
129.000000,1144.000000
127.000000,1144.000000
127.000000,1144.000000
127.000000,1144.000000
124.250000,1144.000000
124.250000,1144.000000
124.250000,1144.000000
124.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
130.250000,1144.000000
127.500000,1144.000000
126.000000,1144.000000
127.000000,1144.000000
118.000000,1144.000000
118.000000,1144.000000
118.000000,1144.000000
118.000000,1144.000000
118.000000,1144.000000
118.000000,1144.000000
122.500000,1144.000000
121.000000,1160.000000
117.000000,1144.000000
117.500000,1144.000000
125.750000,1144.000000
119.250000,1144.000000
119.000000,1164.000000
134.000000,1148.000000
139.000000,1168.000000
105.750000,1144.000000
134.000000,1148.000000
134.000000,1148.000000
134.000000,1148.000000
87.000000,772.000000
84.750000,864.000000
145.000000,1148.000000
82.500000,768.000000
81.000000,812.000000
80.750000,772.000000
80.750000,772.000000
102.000000,1144.000000
104.250000,1144.000000
102.500000,1144.000000
76.000000,768.000000
76.000000,768.000000
102.750000,1148.000000
108.750000,1148.000000
100.750000,1148.000000
94.750000,1148.000000
98.500000,1168.000000
101.250000,1148.000000
95.000000,1148.000000
95.750000,1164.000000
98.000000,1148.000000
88.750000,1052.000000
106.500000,1148.000000
98.000000,1128.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,204.000000
28.500000,204.000000
28.500000,200.000000
25.250000,200.000000
25.250000,200.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
15.750000,100.000000
173.750000,1176.000000
172.000000,1172.000000
170.500000,1176.000000
170.500000,1176.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
163.750000,1156.000000
163.750000,1156.000000
163.750000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
167.000000,1156.000000
162.000000,1156.000000
163.750000,1156.000000
153.250000,1176.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
149.750000,1156.000000
157.500000,1156.000000
146.500000,1156.000000
146.500000,1156.000000
152.250000,1156.000000
152.250000,1156.000000
142.000000,1156.000000
141.750000,1156.000000
149.750000,1156.000000
145.500000,1156.000000
163.750000,1156.000000
130.250000,1156.000000
151.500000,1156.000000
126.000000,1172.000000
121.000000,1156.000000
125.750000,1156.000000
129.750000,1156.000000
129.750000,1156.000000
122.750000,1156.000000
107.250000,768.000000
107.250000,768.000000
121.750000,1176.000000
104.000000,768.000000
135.750000,1156.000000
98.000000,864.000000
126.250000,1156.000000
94.750000,768.000000
94.250000,768.000000
115.750000,1156.000000
88.500000,812.000000
117.500000,1156.000000
122.000000,1156.000000
130.250000,1156.000000
85.000000,768.000000
111.250000,1156.000000
112.500000,1156.000000
104.250000,1156.000000
109.500000,1156.000000
108.500000,1156.000000
122.250000,1060.000000
95.750000,1156.000000
100.750000,1172.000000
99.250000,1176.000000
97.500000,1156.000000
95.750000,1156.000000
114.750000,1176.000000
100.750000,1156.000000
109.250000,1156.000000
95.250000,1156.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,200.000000
28.500000,204.000000
28.500000,204.000000
28.500000,204.000000
28.500000,200.000000
23.750000,200.000000
23.750000,200.000000
15.750000,100.000000
